dataset,profile,method,method_label,mean,std,min,max,count
mscoco,kmeans_center,ours_influence_only,Teacher-no-loss,49.666666666666664,0.5773502691896263,49,50,3
mscoco,kmeans_center,ours_kernel_ridge_student,Ours-online-KRR,46.333333333333336,3.214550253664317,44,50,3
mscoco,kmeans_center,ours_krr_influence_only,Ours-online-KRR-no-loss,48.666666666666664,1.5275252316519474,47,50,3
mscoco,kmeans_center,ours_krr_loss_reduction_only,Ours-online-KRR-no-influence,42.333333333333336,4.725815626252608,37,46,3
mscoco,kmeans_center,ours_loss_reduction_only,Teacher-no-influence,47.0,5.196152422706632,41,50,3
mscoco,kmeans_center,ours_sample_package_direct,Teacher-pkg-direct,48.0,3.4641016151377544,44,50,3
mscoco,kmeans_center,ours_sample_package_influence_only,Teacher-pkg-no-loss,47.333333333333336,2.081665999466132,45,49,3
mscoco,kmeans_center,ours_sample_package_krr,Ours-online-pkg-KRR,48.0,2.0,46,50,3
mscoco,kmeans_center,ours_sample_package_krr_influence_only,Ours-online-pkg-KRR-no-loss,45.0,3.605551275463989,41,48,3
mscoco,kmeans_center,ours_sample_package_krr_loss_reduction_only,Ours-online-pkg-KRR-no-influence,42.666666666666664,8.504900548115382,33,49,3
mscoco,kmeans_center,ours_sample_package_loss_reduction_only,Teacher-pkg-no-influence,46.0,6.082762530298219,39,50,3
mscoco,kmeans_center,ours_sample_package_task_operator,Ours-online-pkg-task,36.333333333333336,4.509249752822893,32,41,3
mscoco,kmeans_center,ours_task_operator,Ours-online-task,38.333333333333336,10.503967504392486,28,49,3
mscoco,noise,ours_downstream_direct,Teacher-direct,50.0,0.0,50,50,3
mscoco,noise,ours_influence_only,Teacher-no-loss,30.666666666666668,16.010413278030438,15,47,3
mscoco,noise,ours_kernel_ridge_student,Ours-online-KRR,49.666666666666664,0.5773502691896247,49,50,3
mscoco,noise,ours_krr_influence_only,Ours-online-KRR-no-loss,36.333333333333336,15.14375558880073,19,47,3
mscoco,noise,ours_krr_loss_reduction_only,Ours-online-KRR-no-influence,49.0,1.0,48,50,3
mscoco,noise,ours_loss_reduction_only,Teacher-no-influence,49.333333333333336,1.1547005383792526,48,50,3
mscoco,noise,ours_sample_package_direct,Teacher-pkg-direct,49.666666666666664,0.5773502691896247,49,50,3
mscoco,noise,ours_sample_package_influence_only,Teacher-pkg-no-loss,39.666666666666664,7.094598884597588,32,46,3
mscoco,noise,ours_sample_package_krr,Ours-online-pkg-KRR,48.666666666666664,2.309401076758502,46,50,3
mscoco,noise,ours_sample_package_krr_influence_only,Ours-online-pkg-KRR-no-loss,37.333333333333336,12.583057392117917,24,49,3
mscoco,noise,ours_sample_package_krr_loss_reduction_only,Ours-online-pkg-KRR-no-influence,48.0,3.4641016151377544,44,50,3
mscoco,noise,ours_sample_package_loss_reduction_only,Teacher-pkg-no-influence,49.333333333333336,1.1547005383792526,48,50,3
mscoco,noise,ours_sample_package_task_operator,Ours-online-pkg-task,14.666666666666666,21.1266025033211,1,39,3
mscoco,noise,ours_task_operator,Ours-online-task,14.333333333333334,23.115651263447745,0,41,3
mscoco,typiclust_dense,ours_downstream_direct,Teacher-direct,49.333333333333336,1.1547005383792526,48,50,3
mscoco,typiclust_dense,ours_influence_only,Teacher-no-loss,50.0,0.0,50,50,3
mscoco,typiclust_dense,ours_kernel_ridge_student,Ours-online-KRR,44.0,2.6457513110645907,42,47,3
mscoco,typiclust_dense,ours_krr_influence_only,Ours-online-KRR-no-loss,44.0,3.0,41,47,3
mscoco,typiclust_dense,ours_krr_loss_reduction_only,Ours-online-KRR-no-influence,43.666666666666664,5.131601439446885,38,48,3
mscoco,typiclust_dense,ours_loss_reduction_only,Teacher-no-influence,47.0,5.196152422706632,41,50,3
mscoco,typiclust_dense,ours_sample_package_direct,Teacher-pkg-direct,48.666666666666664,2.309401076758502,46,50,3
mscoco,typiclust_dense,ours_sample_package_influence_only,Teacher-pkg-no-loss,46.0,2.6457513110645907,44,49,3
mscoco,typiclust_dense,ours_sample_package_krr,Ours-online-pkg-KRR,46.666666666666664,1.5275252316519456,45,48,3
mscoco,typiclust_dense,ours_sample_package_krr_influence_only,Ours-online-pkg-KRR-no-loss,39.666666666666664,7.571877794400366,31,45,3
mscoco,typiclust_dense,ours_sample_package_krr_loss_reduction_only,Ours-online-pkg-KRR-no-influence,44.333333333333336,5.507570547286103,38,48,3
mscoco,typiclust_dense,ours_sample_package_loss_reduction_only,Teacher-pkg-no-influence,45.333333333333336,8.082903768654761,36,50,3
mscoco,typiclust_dense,ours_sample_package_task_operator,Ours-online-pkg-task,34.0,5.291502622129181,30,40,3
mscoco,typiclust_dense,ours_task_operator,Ours-online-task,37.0,12.12435565298214,26,50,3
mscoco,uncertainty_badge,ours_downstream_direct,Teacher-direct,50.0,0.0,50,50,3
mscoco,uncertainty_badge,ours_influence_only,Teacher-no-loss,27.0,20.663978319771825,10,50,3
mscoco,uncertainty_badge,ours_kernel_ridge_student,Ours-online-KRR,47.666666666666664,1.1547005383792526,47,49,3
mscoco,uncertainty_badge,ours_krr_influence_only,Ours-online-KRR-no-loss,31.666666666666668,17.50238079043344,14,49,3
mscoco,uncertainty_badge,ours_krr_loss_reduction_only,Ours-online-KRR-no-influence,49.0,1.0,48,50,3
mscoco,uncertainty_badge,ours_loss_reduction_only,Teacher-no-influence,50.0,0.0,50,50,3
mscoco,uncertainty_badge,ours_sample_package_direct,Teacher-pkg-direct,50.0,0.0,50,50,3
mscoco,uncertainty_badge,ours_sample_package_influence_only,Teacher-pkg-no-loss,37.0,5.5677643628300215,31,42,3
mscoco,uncertainty_badge,ours_sample_package_krr,Ours-online-pkg-KRR,44.333333333333336,0.5773502691896263,44,45,3
mscoco,uncertainty_badge,ours_sample_package_krr_influence_only,Ours-online-pkg-KRR-no-loss,33.0,11.269427669584644,20,40,3
mscoco,uncertainty_badge,ours_sample_package_krr_loss_reduction_only,Ours-online-pkg-KRR-no-influence,44.666666666666664,1.5275252316519456,43,46,3
mscoco,uncertainty_badge,ours_sample_package_loss_reduction_only,Teacher-pkg-no-influence,50.0,0.0,50,50,3
mscoco,uncertainty_badge,ours_sample_package_task_operator,Ours-online-pkg-task,21.666666666666668,19.00876990584434,3,41,3
mscoco,uncertainty_badge,ours_task_operator,Ours-online-task,18.333333333333332,24.90649179096352,2,47,3
