dataset,profile,method,seed,selected_rows,good_count,good_ratio,downstream_gain_mean,harm_score_mean,loss_reduction_mean,influence_gain_mean,collapse_to_single_digits,scoring_semantics,online_scoring_uses_downstream_model,sample_packaging_enabled,package_size,sample_packaging_stage,sample_package_summary,seller_packaging_rule,package_count,package_size_min,package_size_max,scored_objects,student_calibration_size,student_landmark_count,student_sigma2,student_supervision,eval_time,test_auroc,test_macro_f1,test_acc,type_coreset_far_wrong_decoy,type_kmeans_center_decoy,type_typiclust_dense_decoy,type_uncertainty_badge_decoy,ckks_simd_enabled,ckks_scheme,ckks_reference_rows,ckks_reference_dim,ckks_reference_package_size,ckks_rows_per_second_mean,ckks_est_encrypted_compute_ms,ckks_scaled_from_reference_ms,ckks_est_input_prepare_encrypt_ms,ckks_est_decrypt_decode_ms,ckks_est_total_full_flow_ms,ckks_ref_input_prepare_encrypt_ms_mean,ckks_ref_encrypted_compute_ms_mean,ckks_ref_decrypt_decode_ms_mean,ckks_ref_total_full_flow_ms_mean,ckks_ref_rows_per_second_mean,ckks_ref_scored_objects_per_second_mean,ckks_ref_output_ciphertexts_mean,ckks_ref_decoded_values_mean,ckks_ref_input_ciphertexts_mean,ckks_ref_input_ciphertext_bytes_mean,ckks_ref_output_ciphertext_bytes_mean,ckks_ref_total_communication_bytes_mean,ckks_ref_ct_ct_mults_mean,ckks_ref_ct_pt_mults_mean,ckks_ref_rotations_mean,ckks_ref_additions_mean,ckks_ref_relinearizations_mean,ckks_ref_rescales_mean,ckks_ref_scored_objects,ckks_ref_raw_rows_per_scored_object,primary_metric,primary_metric_value,type_cosine_decoy,type_useful_clean,package_size_sweep,run_seed,type_noise_decoy
hatespeech,uncertainty_badge,ours_sample_package_krr,143,48,39,0.8125,3.007960319519043,-3.007960319519043,0.000873630226124,0.0779336616396904,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.924261748790741,top_quantile,0.0,,,,,16.0,12.0,20.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,39.0,,,2,43,
hatespeech,cosine,ours_sample_package_krr,143,48,46,0.9583333333333334,3.1778323650360107,-3.1778323650360107,0.0009354762732982,0.0782778337597847,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.924261748790741,top_quantile,0.0,,,,,19.0,15.0,14.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,46.0,,,2,43,
hatespeech,all_average,ours_sample_package_krr,143,48,26,0.5416666666666666,0.486009269952774,-0.486009269952774,0.0002618817088659,0.023250350728631,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.924261748790741,top_quantile,0.0,,,,,20.0,19.0,9.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,26.0,,,2,43,
mscoco,noise,ours_sample_package_krr,243,48,48,1.0,4.97581672668457,-4.97581672668457,0.0001186865047202,0.0053583323024213,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,21.0,19.0,8.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,48.0,,,2,43,
mscoco,coreset_far_wrong,ours_sample_package_krr,243,48,47,0.9791666666666666,4.957987308502197,-4.957987308502197,0.0001167232767329,0.0055044218897819,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,1.0,22.0,18.0,7.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,47.0,,,2,43,
mscoco,typiclust_dense,ours_sample_package_krr,243,48,47,0.9791666666666666,4.825623989105225,-4.825623989105225,0.0001119424923672,0.0055470219813287,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,19.0,20.0,9.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,47.0,,,2,43,
mscoco,kmeans_center,ours_sample_package_krr,243,48,44,0.9166666666666666,4.706851482391357,-4.706851482391357,0.0001060093418345,0.0057600638829171,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,21.0,19.0,8.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,44.0,,,2,43,
mscoco,uncertainty_badge,ours_sample_package_krr,243,48,42,0.875,4.983034610748291,-4.983034610748291,0.0001170312389149,0.0055598425678908,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,17.0,23.0,8.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,42.0,,,2,43,
mscoco,cosine,ours_sample_package_krr,243,48,48,1.0,4.8294453620910645,-4.8294453620910645,0.0001158950253739,0.0051399818621575,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,22.0,21.0,5.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,48.0,,,2,43,
mscoco,all_average,ours_sample_package_krr,243,48,48,1.0,4.897361755371094,-4.897361755371094,0.0001140832901,0.0055718347430229,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,18.0,17.0,13.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,48.0,,,2,43,
hateful_memes,noise,ours_sample_package_krr,44,48,46,0.9583333333333334,2.9517662525177,-2.9517662525177,0.0004703799786511,0.0283014476299285,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,17.0,20.0,11.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,46.0,,,2,44,
hateful_memes,coreset_far_wrong,ours_sample_package_krr,44,48,45,0.9375,2.9717838764190674,-2.9717838764190674,0.0004625171422958,0.0297423545271158,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,2.0,17.0,20.0,9.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,45.0,,,2,44,
hateful_memes,typiclust_dense,ours_sample_package_krr,44,48,26,0.5416666666666666,1.8090620040893557,-1.8090620040893557,0.0002852926554623,0.0196729805320501,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,14.0,26.0,8.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,26.0,,,2,44,
hateful_memes,kmeans_center,ours_sample_package_krr,44,48,20,0.4166666666666667,1.450931429862976,-1.450931429862976,0.000219474241021,0.0178759228438138,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,35.0,10.0,3.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,20.0,,,2,44,
hateful_memes,uncertainty_badge,ours_sample_package_krr,44,48,36,0.75,2.6963260173797607,-2.6963260173797607,0.000422158598667,0.0271678436547517,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,11.0,17.0,20.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,36.0,,,2,44,
hateful_memes,cosine,ours_sample_package_krr,44,48,41,0.8541666666666666,2.363210916519165,-2.363210916519165,0.0004001135530415,0.0209464225918054,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,17.0,20.0,11.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,41.0,,,2,44,
hateful_memes,all_average,ours_sample_package_krr,44,48,32,0.6666666666666666,0.9748611450195312,-0.9748611450195312,0.000200809285161,0.0074932812713086,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,19.0,17.0,12.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,32.0,,,2,44,
hatespeech,noise,ours_sample_package_krr,144,48,48,1.0,3.3007285594940186,-3.3007285594940186,0.0003744276764336,0.0880575105547905,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,23.0,19.0,6.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,48.0,,,2,44,
hatespeech,coreset_far_wrong,ours_sample_package_krr,144,48,48,1.0,3.3866474628448486,-3.3866474628448486,0.0003885515034198,0.0877893045544624,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,22.0,19.0,7.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,48.0,,,2,44,
hatespeech,typiclust_dense,ours_sample_package_krr,144,48,33,0.6875,2.286227226257324,-2.286227226257324,0.0002701009216252,0.0679054036736488,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,15.0,25.0,8.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,33.0,,,2,44,
hatespeech,kmeans_center,ours_sample_package_krr,144,48,35,0.7291666666666666,2.315046548843384,-2.315046548843384,0.0002842942776624,0.0642841681838035,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,25.0,18.0,5.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,35.0,,,2,44,
hatespeech,uncertainty_badge,ours_sample_package_krr,144,48,39,0.8125,3.0469272136688232,-3.0469272136688232,0.0003462135791778,0.0838055610656738,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,15.0,17.0,16.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,39.0,,,2,44,
hatespeech,cosine,ours_sample_package_krr,144,48,47,0.9791666666666666,3.146734952926636,-3.146734952926636,0.0003626892867032,0.0834683254361152,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,17.0,21.0,10.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,47.0,,,2,44,
hatespeech,all_average,ours_sample_package_krr,144,48,34,0.7083333333333334,1.758157730102539,-1.758157730102539,0.0002393573522567,0.0486171133816242,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,15.0,19.0,14.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,34.0,,,2,44,
mscoco,noise,ours_sample_package_krr,244,48,46,0.9583333333333334,3.575737714767456,-3.575737714767456,1.1399388313293457e-06,0.0067398510873317,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,1.0,,1.0,5.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,46.0,18.0,21.0,2,44,2.0
mscoco,coreset_far_wrong,ours_sample_package_krr,244,48,45,0.9375,3.460111618041992,-3.460111618041992,1.0778506975839264e-06,0.0066083245910704,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,4.0,,,2.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,45.0,17.0,25.0,2,44,
mscoco,typiclust_dense,ours_sample_package_krr,244,48,44,0.9166666666666666,2.989553213119507,-2.989553213119507,7.227063179016113e-07,0.006324790418148,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,3.0,,2.0,2.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,44.0,17.0,23.0,2,44,1.0
mscoco,kmeans_center,ours_sample_package_krr,244,48,47,0.9791666666666666,3.3103935718536377,-3.3103935718536377,7.636845111846924e-07,0.0070123211480677,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,2.0,1.0,,,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,47.0,17.0,26.0,2,44,2.0
mscoco,uncertainty_badge,ours_sample_package_krr,244,48,43,0.8958333333333334,3.059185743331909,-3.059185743331909,7.264316082000732e-07,0.0064867041073739,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,,,,6.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,43.0,21.0,21.0,2,44,
mscoco,cosine,ours_sample_package_krr,244,48,35,0.7291666666666666,3.2397594451904297,-3.2397594451904297,6.332993507385254e-07,0.0071591096930205,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,2.0,,,3.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,35.0,29.0,14.0,2,44,
mscoco,all_average,ours_sample_package_krr,244,48,45,0.9375,3.404184341430664,-3.404184341430664,9.847184401223783e-07,0.006699725985527,0,online_student,0,1,2,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,2496,2,2,2496,28000,1000,0.96003395318985,top_quantile,0.0,,,,4.0,,,4.0,1,ours_student_pkg_ctpt,10000.0,64.0,2.0,839113.920474,5.949132624542936,5.952201216,36.0482304,0.501436416,42.501868032,72.212,11.92348,1.00448,85.13996,839113.920474,419556.960237,2.0,8192.0,20.0,6686676.0,470643.0,7157319.0,0.0,20.0,0.0,20.0,0.0,20.0,5000.0,2.0,good_count,45.0,16.0,22.0,2,44,2.0
hateful_memes,noise,ours_sample_package_krr,42,48,28,0.5833333333333334,1.3773380517959597,-1.3773380517959597,0.0001140745953307,0.0194493923336267,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,4.0,11.0,11.0,8.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,28.0,,,4,42,14.0
hateful_memes,coreset_far_wrong,ours_sample_package_krr,42,48,26,0.5416666666666666,1.5148626565933228,-1.5148626565933228,0.0001270237116841,0.0205739513039588,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,17.0,11.0,10.0,6.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,26.0,,,4,42,4.0
hateful_memes,typiclust_dense,ours_sample_package_krr,42,48,23,0.4791666666666667,1.3685497045516968,-1.3685497045516968,0.0001530560402898,0.0117673762142658,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,1.0,10.0,27.0,8.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,23.0,2.0,,4,42,
hateful_memes,kmeans_center,ours_sample_package_krr,42,48,20,0.4166666666666667,0.7616322040557861,-0.7616322040557861,0.0001016482710838,0.0057074786163866,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,5.0,25.0,9.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,20.0,,,4,42,
hateful_memes,uncertainty_badge,ours_sample_package_krr,42,48,15,0.3125,1.0193095207214355,-1.0193095207214355,9.2924885393586e-05,0.0141203561797738,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,2.0,6.0,6.0,31.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,15.0,3.0,,4,42,
hateful_memes,cosine,ours_sample_package_krr,42,48,28,0.5833333333333334,1.4041337966918943,-1.4041337966918943,0.0001605798752279,0.0112605541944503,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,1.0,11.0,15.0,8.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,28.0,13.0,,4,42,
hateful_memes,all_average,ours_sample_package_krr,42,48,14,0.2916666666666667,-0.7786752581596375,0.7786752581596375,-3.267079591751098e-06,-0.0145570114254951,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.9174745082855223,top_quantile,0.0,,,,5.0,16.0,12.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,14.0,3.0,,4,42,1.0
hatespeech,noise,ours_sample_package_krr,142,48,38,0.7916666666666666,1.9625381231307983,-1.9625381231307983,0.0001210868358612,0.0756104439496994,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,2.0,14.0,19.0,5.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,38.0,,,4,42,8.0
