dataset,profile,method,seed,selected_rows,good_count,good_ratio,downstream_gain_mean,harm_score_mean,loss_reduction_mean,influence_gain_mean,collapse_to_single_digits,scoring_semantics,online_scoring_uses_downstream_model,sample_packaging_enabled,package_size,sample_packaging_stage,sample_package_summary,seller_packaging_rule,package_count,package_size_min,package_size_max,scored_objects,student_calibration_size,student_landmark_count,student_sigma2,student_supervision,eval_time,test_auroc,test_macro_f1,test_acc,type_coreset_far_wrong_decoy,type_kmeans_center_decoy,type_typiclust_dense_decoy,type_uncertainty_badge_decoy,ckks_simd_enabled,ckks_scheme,ckks_reference_rows,ckks_reference_dim,ckks_reference_package_size,ckks_rows_per_second_mean,ckks_est_encrypted_compute_ms,ckks_scaled_from_reference_ms,ckks_est_input_prepare_encrypt_ms,ckks_est_decrypt_decode_ms,ckks_est_total_full_flow_ms,ckks_ref_input_prepare_encrypt_ms_mean,ckks_ref_encrypted_compute_ms_mean,ckks_ref_decrypt_decode_ms_mean,ckks_ref_total_full_flow_ms_mean,ckks_ref_rows_per_second_mean,ckks_ref_scored_objects_per_second_mean,ckks_ref_output_ciphertexts_mean,ckks_ref_decoded_values_mean,ckks_ref_input_ciphertexts_mean,ckks_ref_input_ciphertext_bytes_mean,ckks_ref_output_ciphertext_bytes_mean,ckks_ref_total_communication_bytes_mean,ckks_ref_ct_ct_mults_mean,ckks_ref_ct_pt_mults_mean,ckks_ref_rotations_mean,ckks_ref_additions_mean,ckks_ref_relinearizations_mean,ckks_ref_rescales_mean,ckks_ref_scored_objects,ckks_ref_raw_rows_per_scored_object,primary_metric,primary_metric_value,type_cosine_decoy,type_useful_clean,package_size_sweep,run_seed,type_noise_decoy
hatespeech,coreset_far_wrong,ours_sample_package_krr,142,48,37,0.7708333333333334,2.079023838043213,-2.079023838043213,0.0001307179481955,0.0770073235034942,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,8.0,14.0,16.0,7.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,37.0,,,4,42,3.0
hatespeech,typiclust_dense,ours_sample_package_krr,142,48,35,0.7291666666666666,2.0039961338043213,-2.0039961338043213,0.0001704171299934,0.0505105517804622,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,,14.0,23.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,,,4,42,
hatespeech,kmeans_center,ours_sample_package_krr,142,48,22,0.4583333333333333,1.8987350463867188,-1.8987350463867188,0.0001392525882693,0.0617736838757991,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,2.0,31.0,9.0,6.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,22.0,,,4,42,
hatespeech,uncertainty_badge,ours_sample_package_krr,142,48,33,0.6875,2.741850614547729,-2.741850614547729,0.0001923826785059,0.0811293944716453,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,,14.0,15.0,19.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,33.0,,,4,42,
hatespeech,cosine,ours_sample_package_krr,142,48,36,0.75,2.4790477752685547,-2.4790477752685547,0.000185967728612,0.0694383606314659,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,,15.0,12.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,10.0,,4,42,
hatespeech,all_average,ours_sample_package_krr,142,48,22,0.4583333333333333,-0.111504353582859,0.111504353582859,4.972517490386963e-05,-0.0050927302800118,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0360314846038818,top_quantile,0.0,,,,3.0,14.0,12.0,14.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,22.0,4.0,,4,42,1.0
mscoco,noise,ours_sample_package_krr,242,48,36,0.75,3.898921012878418,-3.898921012878418,0.0002183032484026,0.0063403490930795,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,,11.0,14.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,,,4,42,12.0
mscoco,coreset_far_wrong,ours_sample_package_krr,242,48,34,0.7083333333333334,3.4087841510772705,-3.4087841510772705,0.0001813558192225,0.0062168501317501,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,10.0,12.0,13.0,10.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,34.0,,,4,42,3.0
mscoco,typiclust_dense,ours_sample_package_krr,242,48,39,0.8125,4.09763765335083,-4.09763765335083,0.0002444311976432,0.0058392505161464,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,1.0,12.0,21.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,39.0,2.0,1.0,4,42,
mscoco,kmeans_center,ours_sample_package_krr,242,48,42,0.875,4.047232151031494,-4.047232151031494,0.0002558293344918,0.0050751757808029,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,4.0,18.0,13.0,12.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,42.0,1.0,,4,42,
mscoco,uncertainty_badge,ours_sample_package_krr,242,48,31,0.6458333333333334,3.3856475353240967,-3.3856475353240967,0.00018997117877,0.0056988522410392,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,1.0,12.0,12.0,23.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,31.0,,,4,42,
mscoco,cosine,ours_sample_package_krr,242,48,36,0.75,4.277589321136475,-4.277589321136475,0.00025175511837,0.0061931530945003,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,2.0,12.0,12.0,10.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,12.0,,4,42,
mscoco,all_average,ours_sample_package_krr,242,48,37,0.7708333333333334,3.4741761684417725,-3.4741761684417725,0.0002009061427088,0.0055104717612266,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1260383129119873,top_quantile,0.0,,,,3.0,12.0,13.0,16.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,37.0,2.0,,4,42,2.0
hateful_memes,noise,ours_sample_package_krr,43,48,31,0.6458333333333334,1.735045075416565,-1.735045075416565,0.0001592747867107,0.0287062134593725,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,2.0,10.0,10.0,14.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,31.0,,,4,43,12.0
hateful_memes,coreset_far_wrong,ours_sample_package_krr,43,48,38,0.7916666666666666,2.7194983959198,-2.7194983959198,0.0002475989458616,0.0401056855916976,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,10.0,14.0,15.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,38.0,,,4,43,
hateful_memes,typiclust_dense,ours_sample_package_krr,43,48,21,0.4375,1.28492534160614,-1.28492534160614,0.0001246494502993,0.0219123866409063,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,,11.0,31.0,6.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,21.0,,,4,43,
hateful_memes,kmeans_center,ours_sample_package_krr,43,48,19,0.3958333333333333,1.5969175100326538,-1.5969175100326538,0.0001425680966349,0.028291592374444,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,,35.0,9.0,4.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,19.0,,,4,43,
hateful_memes,uncertainty_badge,ours_sample_package_krr,43,48,29,0.6041666666666666,2.2690258026123047,-2.2690258026123047,0.0002036181540461,0.0358684994280338,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,,12.0,11.0,25.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,29.0,,,4,43,
hateful_memes,cosine,ours_sample_package_krr,43,48,32,0.6666666666666666,1.9172393083572388,-1.9172393083572388,0.0001729565410641,0.0315477289259433,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,,13.0,14.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,32.0,12.0,,4,43,
hateful_memes,all_average,ours_sample_package_krr,43,48,25,0.5208333333333334,0.5570823550224304,-0.5570823550224304,9.45789142861031e-05,0.003808376379311,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0231167078018188,top_quantile,0.0,,,,2.0,20.0,15.0,8.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,25.0,2.0,,4,43,1.0
hatespeech,noise,ours_sample_package_krr,143,48,38,0.7916666666666666,2.406662702560425,-2.406662702560425,0.0006618946790695,0.0755535364151001,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,,12.0,16.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,38.0,,,4,43,9.0
hatespeech,coreset_far_wrong,ours_sample_package_krr,143,48,38,0.7916666666666666,2.776982069015503,-2.776982069015503,0.0008581168949604,0.0663709416985511,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,10.0,13.0,14.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,38.0,,,4,43,
hatespeech,typiclust_dense,ours_sample_package_krr,143,48,32,0.6666666666666666,2.854670286178589,-2.854670286178589,0.0008412289316765,0.0738362297415733,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,,11.0,28.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,32.0,,,4,43,
hatespeech,kmeans_center,ours_sample_package_krr,143,48,24,0.5,1.6922730207443235,-1.6922730207443235,0.0005036766524426,0.0576252937316894,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,3.0,25.0,12.0,8.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,24.0,,,4,43,
hatespeech,uncertainty_badge,ours_sample_package_krr,143,48,32,0.6666666666666666,2.6261794567108154,-2.6261794567108154,0.0007360614836215,0.0769291147589683,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,1.0,11.0,11.0,25.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,32.0,,,4,43,
hatespeech,cosine,ours_sample_package_krr,143,48,35,0.7291666666666666,2.378042459487915,-2.378042459487915,0.0007550219888798,0.0587439052760601,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,,11.0,16.0,13.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,8.0,,4,43,
hatespeech,all_average,ours_sample_package_krr,143,48,19,0.3958333333333333,0.0212798118591308,-0.0212798118591308,0.0002808955905493,-0.0081394761800765,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.924261748790741,top_quantile,0.0,,,,2.0,14.0,16.0,13.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,19.0,3.0,,4,43,
mscoco,noise,ours_sample_package_krr,243,48,36,0.75,2.840836763381958,-2.840836763381958,6.431961810449138e-05,0.0036256362218409,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,1.0,13.0,12.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,,,4,43,11.0
mscoco,coreset_far_wrong,ours_sample_package_krr,243,48,34,0.7083333333333334,3.2417666912078857,-3.2417666912078857,6.970638787606731e-05,0.004464101511985,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,10.0,14.0,12.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,34.0,,,4,43,3.0
mscoco,typiclust_dense,ours_sample_package_krr,243,48,35,0.7291666666666666,4.358216762542725,-4.358216762542725,0.0001032650470733,0.0048245904035866,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,12.0,24.0,12.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,,,4,43,
mscoco,kmeans_center,ours_sample_package_krr,243,48,34,0.7083333333333334,4.123491287231445,-4.123491287231445,9.396299719810486e-05,0.0049878056161105,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,23.0,13.0,12.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,34.0,,,4,43,
mscoco,uncertainty_badge,ours_sample_package_krr,243,48,34,0.7083333333333334,3.941902875900269,-3.941902875900269,9.08300280570984e-05,0.0046817963011562,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,12.0,14.0,22.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,34.0,,,4,43,
mscoco,cosine,ours_sample_package_krr,243,48,35,0.7291666666666666,3.905760526657105,-3.905760526657105,8.417417848249897e-05,0.0052626407705247,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,,14.0,15.0,7.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,12.0,,4,43,
mscoco,all_average,ours_sample_package_krr,243,48,36,0.75,3.203798055648804,-3.203798055648804,7.474546873709187e-05,0.003794340416789,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1473939418792725,top_quantile,0.0,,,,2.0,13.0,12.0,15.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,5.0,,4,43,1.0
hateful_memes,noise,ours_sample_package_krr,44,48,25,0.5208333333333334,1.0459188222885132,-1.0459188222885132,0.0001871113927336,0.0109574096277356,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,4.0,10.0,11.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,25.0,,,4,44,12.0
hateful_memes,coreset_far_wrong,ours_sample_package_krr,44,48,30,0.625,2.001732110977173,-2.001732110977173,0.000307623296976,0.0221587587147951,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,14.0,10.0,11.0,10.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,30.0,,,4,44,3.0
hateful_memes,typiclust_dense,ours_sample_package_krr,44,48,23,0.4791666666666667,1.8262687921524048,-1.8262687921524048,0.0002901405096054,0.019563565030694,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,11.0,32.0,5.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,23.0,,,4,44,
hateful_memes,kmeans_center,ours_sample_package_krr,44,48,17,0.3541666666666667,1.201802134513855,-1.201802134513855,0.0002001536340685,0.0135521525517106,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,32.0,12.0,4.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,17.0,,,4,44,
hateful_memes,uncertainty_badge,ours_sample_package_krr,44,48,26,0.5416666666666666,2.2837727069854736,-2.2837727069854736,0.0003388486802577,0.025967538356781,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,1.0,9.0,11.0,27.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,26.0,,,4,44,
hateful_memes,cosine,ours_sample_package_krr,44,48,25,0.5208333333333334,1.129391074180603,-1.129391074180603,0.0001949816942214,0.0122438902035355,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,,8.0,17.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,25.0,14.0,,4,44,
hateful_memes,all_average,ours_sample_package_krr,44,48,14,0.2916666666666667,-0.9010183811187744,0.9010183811187744,-7.514034950872883e-05,-0.0099107539281249,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.0172555446624756,top_quantile,0.0,,,,4.0,13.0,13.0,13.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,14.0,3.0,,4,44,2.0
hatespeech,noise,ours_sample_package_krr,144,48,35,0.7291666666666666,1.851022839546204,-1.851022839546204,0.0001845198421506,0.0745070800185203,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,13.0,11.0,12.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,,,4,44,12.0
hatespeech,coreset_far_wrong,ours_sample_package_krr,144,48,38,0.7916666666666666,2.90958571434021,-2.90958571434021,0.0003285917046014,0.0823838487267494,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,8.0,12.0,15.0,11.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,38.0,,,4,44,2.0
hatespeech,typiclust_dense,ours_sample_package_krr,144,48,27,0.5625,2.5071442127227783,-2.5071442127227783,0.000283595174551,0.0757383480668068,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,10.0,29.0,9.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,27.0,,,4,44,
hatespeech,kmeans_center,ours_sample_package_krr,144,48,26,0.5416666666666666,2.151020050048828,-2.151020050048828,0.0002573008241597,0.0648073628544807,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,1.0,29.0,11.0,7.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,26.0,,,4,44,
hatespeech,uncertainty_badge,ours_sample_package_krr,144,48,28,0.5833333333333334,2.3918943405151367,-2.3918943405151367,0.0002758304181043,0.0719227120280265,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,,11.0,13.0,24.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,28.0,,,4,44,
hatespeech,cosine,ours_sample_package_krr,144,48,35,0.7291666666666666,2.643306970596313,-2.643306970596313,0.0003149757685605,0.0719532296061515,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,1.0,10.0,14.0,12.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,35.0,11.0,,4,44,
hatespeech,all_average,ours_sample_package_krr,144,48,17,0.3541666666666667,-0.4130799770355224,0.4130799770355224,4.4636428356170654e-05,-0.0051778904162347,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,1.1208701133728027,top_quantile,0.0,,,,2.0,15.0,14.0,15.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,17.0,1.0,,4,44,1.0
mscoco,noise,ours_sample_package_krr,244,48,37,0.7708333333333334,2.9642820358276367,-2.9642820358276367,1.166015863418579e-06,0.0051736417226493,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.96003395318985,top_quantile,0.0,,,,2.0,,1.0,6.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,37.0,14.0,14.0,4,44,11.0
mscoco,coreset_far_wrong,ours_sample_package_krr,244,48,37,0.7708333333333334,2.7876577377319336,-2.7876577377319336,1.1349717397024506e-06,0.0048159989528357,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.96003395318985,top_quantile,0.0,,,,11.0,1.0,1.0,6.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,37.0,12.0,17.0,4,44,
mscoco,typiclust_dense,ours_sample_package_krr,244,48,36,0.75,3.173598289489746,-3.173598289489746,1.5310943126678469e-06,0.0047909854911267,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.96003395318985,top_quantile,0.0,,,,4.0,,11.0,3.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,36.0,13.0,16.0,4,44,1.0
mscoco,kmeans_center,ours_sample_package_krr,244,48,32,0.6666666666666666,2.6652214527130127,-2.6652214527130127,1.030663611345517e-06,0.0047714640386402,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.96003395318985,top_quantile,0.0,,,,4.0,15.0,1.0,1.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,32.0,12.0,14.0,4,44,1.0
mscoco,uncertainty_badge,ours_sample_package_krr,244,48,33,0.6875,2.7482097148895264,-2.7482097148895264,9.760260581970217e-07,0.0051095657981932,0,online_student,0,1,4,buyer_pca_synchronized_indices,mean_seller_phi_by_buyer_membership,reuse_buyer_package_membership,1248,4,4,1248,28000,1000,0.96003395318985,top_quantile,0.0,,,,1.0,,,19.0,1,ours_student_pkg_ctpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good_count,33.0,13.0,15.0,4,44,
